Title,Company,Experience,Location,Skills,Summary
PAN INDIA FOR AIRPORT OPERATION MANAGER,Freelancer Sanjay Kumar 3 Hiring For indigo airlines,0 to 1 Yr,Surat,"Skills :communication skills, air ticketing, customer service","Job Description Job Description Hiring call :- 7290934612 Job Description*Female AIR HOSTESSES AND CABIN CREW , Handling Clients and passengers,Pleasing Personality and Good Comm skills, willing to travel on"
"Hiring in banking for Branch Operation Manager ,Back Office Executive in Banking",Impact Consultant Service Hiring For Impact Consultant Service,0 to 12 Yrs,Surat,"Skills :banking, back office processing, merchant banking, branch sales, back office billing",A bank operations manager is an individual who carries out administrative and accounting duties in a financial institution by organizing and coordinating banking services. His/her job description involves managing his/her
Supervisor,Hr Solutions.. Hiring For Candidate,0 to 4 Yrs,Surat,"Skills :supervision, major incident management","New Job Opening In Britannia Foods Company Salary Monthly Bases;-14,000/40000 Immediately contact Designation:- Supervisor. Store keeper. Senior supervisor ABM Responsibilities;-Supervision/maintenance Qualification. 8th to Graduate. B-tech MBA. PGDA Facilities;- Accommodation +"
Real Estate Executive Chef,Freelancer Jeeva S Hiring For Alfred John Paul.,2 to 7 Yrs,Surat,"Skills :budgeting, filing, cashiering, cooking, leadership",Proven working experience as a head chef Excellent record of kitchen management Ability to spot and resolve problems efficiently Capable of delegating multiple tasks Communication and leadership skills Keep up
Online  For Students| Work From Home | Data Entry | Typing Work,Internet Outsourcings.com Hiring For INDEKKA SOFTWARE PVT LTD,0 to 4 Yrs,Surat,"Skills :marketing, selling, excel, branding, sales",For More details visit our website: www.Indekka.com or WhatsApp us at 8291834770 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
!!Urgent Opening For Leading MNC Company!,Amblex Pharma Pvt Ltd,2 to 9 Yrs,Surat,"Skills :sales, field work, agency manager, life insurance, casa sales",Greeting from Resonance HR Solutions Urgent opening for Managerial Position in Life Insurance (MNCs) Details below: Industry- Life Insurance Channel- Agency/ Bancca Location- All Mumbai CTC- upto 4.50 LPA+ Incentive
DIPLOMA ITI B.Tech ENGINEERING,Freelancer  Jyotirling Tukaram Adate Hiring For Honda motors pvt ltd,0 to 3 Yrs,Surat,"Skills :writing, testing, security, android, software","Company name:- HONDA MOTORS Contact with us:- HR Ashok singh 7291953188 SALARY-28000-35000 P,M ROOM+FOOD Location:- All India Job Description: Candidate will be responsible for fitting and manufacturing related work Responsible"
Mechanical Engineer DEGREE DIPLOMA,Freelancer  Jyotirling Tukaram Adate Hiring For Honda motors pvt ltd,0 to 3 Yrs,Surat,"Skills :fitting, writing, testing, security, android","Company name:- HONDA MOTORS Contact with us:- HR Ashok singh 7291953188 SALARY-28000-35000 P,M ROOM+FOOD Location:- All India Job Description: Candidate will be responsible for fitting and manufacturing related work Responsible"
urgent requirement for supervisor post,M S Recruitment Hiring For Hiring For Candidates,0 to 4 Yrs,Surat,"Skills :maintenance, supervision, production, project management, production management",Job responsibilities for Reliance Jio Telecom supervisor: Lead a team of technicians to undertake commissioning activities in projects. Interfaces with other disciplines to ensure integration of activities. Undertake commissioning activities
Relationship Manager Channel Finance,Talent Leads HR Solutions Pvt Ltd,3 to 6 Yrs,Surat,"Skills :portfolio, sales, viability, design, banking","Source proposals for the assigned product through Cold Calling, Client Visits, Seminar/ Trade Fair Visits. Appraise the loan proposal highlighting the viability of business. Carry the entire operation and execution"
Telecaller from Home Fresher or experienced |Excellent Skills Required /No inves,JobMatchNow.com Hiring For CYBERNETJOB SOFTWARE PVT LTD,0 to 4 Yrs,Surat,"Skills :freelancing, e-marketing, work at home, work from home, home based",For More details visit our website: www.CyberNetJob.com or WhatsApp us at 08104144039 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
"Airport ground staff, air ticketing, on-ground services",Freelancer Sanjay Kumar 3 Hiring For indigo airlines,0 to 1 Yr,Surat,"Skills :customer service, communication skills, air ticketing","Job Description This is to inform you that we do have the job openings in aviation industry for the profiles of CabinCrew, GroundStaff Aircraft Maintenance and Ticketing Executive. This"
"Back Office Executive,Back Office Operations,Office Assistant,Admin Executive",Freelancer Sanjay Kumar 3 Hiring For indigo airlines,0 to 1 Yr,Surat,"Skills :customer service, communication skills, air ticketing","Job Description Back Office Executive,Back Office Operations,Office Assistant,Admin Executive,Computer Operator,Backend,Mis Executive,Data Entry Operator,Receptionist,Back Office,Data Entry,DEO Minimum 12 Pass to Graduate Minimum-10000- 15000 per month day shift 9.30am to 6.30pm JD"
Current Recruitment For Air-Hostess & Airport Staff,Mount Tele Services Hiring For,0 to 4 Yrs,Surat,"Skills :cabin crew, airport development, ground handling, data entry, ground staff activities","Dear Candidate, Greeting for the day! We are Hiring for the jobs for the position of Air Ticketing / Ground Staff / Cabin Crew / Maintenance Engineer Key Responsibilities Welcome"
Territory Sales Executive,Appoint Info,1 to 5 Yrs,Surat,"Skills :sales, marketing, business development, retail, target",- To create new distribution channel in the assigned territory - To achieve sales targets for the assigned area through regular field visits. - To build effective rapport with customer/
Chief Executive Officer,Prime Placement & Manpower Services,15 to 20 Yrs,Surat,"Skills :marketing, sales, business development, finance, retail",Must have 15 years of experience in auto ancillary field & has a proven track record for effective team management & results - driven leadership. Have experience in techno commercial
Accessory Design- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Require Plant Head (Sr. Manager),Freelancer Manmohan Malik Hiring For Automobile Company,14 to 24 Yrs,Surat,"Skills :manufacturing, production, kaizen, iso, production planning scheduling","Dear Candidate, Selected candidates will have to shift their residence to within 20 kms of plant premise Industry : Automobile Overall Responsibilities of smooth Scheduling adherence with the view of"
Relationship Officer,Manappuram Finance Limited,2 to 4 Yrs,Surat,"Skills :target, documentation, set, management, loans",1. Achieve sales targets set by management and find out ways to tap into new markets. 2. Generate referral leads from existing customers. 3. Effective communication to the customer about
"WANTED REGIONAL MANAGER (001) -PEDIA, ENT, GENERAL - SURAT OR BARODA",Cute solutions,8 to 13 Yrs,Surat,"Skills :sales, marketing, business development, target, retail","VACANCY CODE : #001 1. Candidate should have good sales performance track record. 2. He should have strong integrity and leadership traits. 3. Companywise Career stability, work experience in reputed"
AM - DEVELOPMENT,NJ IndiaInvest Pvt Ltd,4 to 7 Yrs,Surat,"Skills :software,","Primary Role Software Coding as per Requirements and/or instruction by Team Lead Test source code to remove possible bugs from software module Help Team Lead for Effort estimations,"
Construction Painter,Albacore Marine India Pvt Ltd,0 to 4 Yrs,Surat,"Skills :training, maintenance, safety, windows, insurance","Job Description Responsible for mixing, matching, and applying paint to various surfaces, completing touchups, and coordinating large painting projects.Prepares wood, fiberglass, and metal surfaces for painting, and paints parts, equipment,"
Ground Staff and Air Ticketing,Abil Communication Hiring For,0 to 2 Yrs,Surat,"Skills :forms, airline ticketing, communication skills, ticket sales",Job Description Job Description Salary 25k to 52k Education & Skills Required: Candidate (both freshers and experienced) with good communication skills require. Candidate should be time flexible. Education: The only
Dot NET Developers,Prime Placement & Manpower Services,7 to 12 Yrs,Surat,"Skills :sql server, net, jquery, javascript, html","Bachelors or Masters Degree in Computer Science with 3+ years of experience with . Net / C#, ASP. Net & Web Services Development. Fluency with & very strong knowledge of"
SEO Professional,Prime Placement & Manpower Services,1 to 4 Yrs,Surat,"Skills :social media optimization, link building, css, html, tests",Any degree associated with Information Technology with 1- 2 years of experience as SEO. Should have experienced & strong knowledge of on page & off page optimization. Experience with Googles
Accounting- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Accounting- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Accounting- Professor,Uka Tarsadia University,13 to 15 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Accessory Design- Assistant Professor,Uka Tarsadia University,3 to 5 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
Advanced Accountancy- Associate Professor,Uka Tarsadia University,5 to 8 Yrs,Surat,"Skills :teaching, research, education, communication, analytical",Excellent communication skill Good Analytical and conceptual skills Dedication and sincerity for teaching as well as research Curriculum and programmes development skill Participation in continuing education and professional development programmes
AM - DEVELOPMENT,NJ IndiaInvest Pvt Ltd,1 to 5 Yrs,Surat,"Skills :software, Business Services, Spyware, Service Orientation, instructing","Primary Role Software Coding as per Requirements and/ or instruction by Team Lead Test source code to remove possible bugs from software module Help Team Lead for Effort estimations,"
Field Sales Representative,SUPRO INFO SOLUTIONS PRIVATE LIMITED,1 to 6 Yrs,Surat,"Skills :marketing, b2c, dairy, fmcg, target",Candidate Specifications: Position: Agency Manager Age: 25 to 35 Years Qualification: Graduate/Post Graduate Experience: Minimum 1 years of experience from Sales field Industry: BFSI Max CTC Offered: Max Upto 5
Urgent Required - Sales Office,SUPRO INFO SOLUTIONS PRIVATE LIMITED,1 to 6 Yrs,Surat,"Skills :banking, marketing, finance, sales, territory sales",For more detail call me on 6352491046 Job Description Channel:- Bancassurance Role:-[Sales Development Manager] Industry: Insurance [Provide Lead on Bank Side] Qualifications and Skills 1+ years of Sales and Marketing
URGENTLY HIRING for  Managers  profile in MNC company,Amblex Pharma Pvt Ltd,0 to 7 Yrs,Surat,"Skills :insurance, sales, business development","Dear Candidate, Your CV has been shortlisted for Manger Level Profile for leading MNC Company. CTC : Upto 3.50 LPA Age : 24 to 36 Education Qualification: Min. Graduate JobLocation:"
Senior Sales Manager_RDM,SUPRO INFO SOLUTIONS PRIVATE LIMITED,2 to 7 Yrs,Surat,"Skills :fmcg, marketing, b2b, sales, bfsi",Urgent hiring for one of the leading insurance company. Kindly share your CV. Position: Senior Sales Manager_RDM CTC: 2 to 4 Lack P/A + Incentives Job Eligibility Criteria: - 2+
Looking for Independent Mentors/Career Counselors,Allegiance Educare Hiring For Allegiance Educare,1 to 6 Yrs,Surat,"Skills :communication, negotiation, public speaking, problem solving","Dear Candidate, We are Looking for Freelance Mentors/Career Counselors across India to provide Career Advice to Students. You can pursue this along with your full time job. Job Responsibilities :"
Business Development Manager - Urgent Needs,SUPRO INFO SOLUTIONS PRIVATE LIMITED,1 to 3 Yrs,Surat,"Skills :telecom, fmcg, bfsi, sales, insurance","Responsible for all activities related to the projects handled, allocate resources & set processes, optimizing resources with respect to cost & utilization. For more details, call @ 7621815648 Plan, implement"
Urgent requirement_equity dealer,Crest Manpower Solutions Pvt Ltd. Hiring For Crest Manpower Solutions Pvt Ltd.,1 to 6 Yrs,Surat,"Skills :derivatives, trading, capital market, equity securities, equity broking",Position title:-Equity Dealer A leading stock broking company is looking for Equity Dealer cum Advisors for your location. Experience:- Minimum 6 Months in Equity Dealing (MANDATORY) Salary:- Up to 5
Delivery Executive,EARTH CAREER GROW HR SOLUTION PRIVATE LIMITED Hiring For,0 to 1 Yr,Surat,"Skills :delivery,",Delivery of products to customer . efficient and energetic in field work. Well versed with All locations and line hauls in Surat.
Required Sales Consultant,Altiqa Holiday and Lifestyle Management Private Limited,0 to 1 Yr,Surat,"Skills :sales, marketing, sales officer, business development","Covering Appointments, giving Sales Presentations and Closing Sales Graduate/Post Graduate male candidates required for field job Must have good personality, fluent English and good convincing power Must have own conveyance"
Hr Recruiter,SNJY YOUTH CONSULTANT(OPC) PVT LTD Hiring For SNJY YOUTH CONSULTANT(OPC) PVT LTD,0 to 2 Yrs,Surat,"Skills :screening, recruitment, interviews, employee relationships, coordinating interviews","Urgent Opening In Ahmedabad Profile: HR Recruiter/ HR Team Leader Experience: Minimum 6 Month Salary: 10,000 to 25000 Location: Ahmedabad The recruiting, interviewing, and screening responsibilities of HR recruiters can"
"Urgent opening with Leading Bank For Branch Manager  Baroda , Surat",AddRec Solutions Pvt.Ltd.,3 to 8 Yrs,Surat,"Skills :sales, marketing, insurance, target, business development","Urgent opening with Leading Small finance Bank for Branch Manager : Baroda , Surat Please share your resume on niyati@bfsisearch.com, nishith@bfsisearch.com Please Note We need Existing BM only with Private"
Android Internship in Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0 to 1 Yr,Surat,"Skills :placement, ltd, it, android, road","Maxgen Technologies Pvt Ltd is an IT company since 2014 in Ahmedabad, Mumbai and pune. We are offering Android internship on live project In Android,SMS services , WEb services ,Android"
Data entry computer operator we want for gulf  in UAE,A.G.R.B. FLY AVIATION PRIVATE LIMITED,0 to 3 Yrs,Surat,"Skills :malayalam, vacancies, telugu, kannada, photographic memory",For More details visit our website: Agrbflyaviation.com or WhatsApp us at call= 9899947076 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work
CAREER GROW -  SENIOR SALES MANAGER IN AGENCY CHANNEL& DM IN DIRECT CHANNEL,Top Most Placement Hiring For,1 to 5 Yrs,Surat,"Skills :ngo, insurance, relationship, broking, mlm","Dear Candidate, Greeting from HR TOPMOST PLACEMENT Position: Senior Sales Manager Job Location: Surat Education / Qualification: Graduation or Above Experience : 1.5 to 5 years Sales & Marketing A"
Senior Supervisor,Hr Solutions.. Hiring For Hr Solutions..,0 to 5 Yrs,Surat,"Skills :production, operations, maintenance, ms office","We are Hiring candidates in Reliance Jio Telecom Company Salary Monthly Bases;-14,000/40000 Immediately contact Designation:- Supervisor. Store keeper. Senior supervisor ABM Responsibilities;-Supervision/maintenance Facilities;- Accommodation + Meal + Cab + Mobile"
Exclusive RM  Leading Bank  Across Gujarat,Quotient Consultancy,4 to 9 Yrs,Surat,"Skills :new business, customer service, customer satisfaction, hni banking, net","Dear Candidate, Urgent opening with leading bank for NR RM role. Designation : Partner / Senior partner NR CTC : Upto 15-16 Lacs Location : Across Guajrat - ( Surat"
urgent need degree base Engineer,Freelancer  Jyotirling Tukaram Adate Hiring For Honda motors pvt ltd,0 to 3 Yrs,Surat,"Skills :testing, ios, honda, security, writing","Company name:- HONDA MOTORS Contact with us:- HR Ashok singh 7291953188 SALARY-28000-35000 P,M ROOM+FOOD Location:- All India Job Description: Candidate will be responsible for fitting and manufacturing related work Responsible"
WALK-IN-INTERVIEW FOR COMPUTER OPERATOR,Prime Career India Hiring For CAREER SERVICE PROVIDER,0 to 1 Yr,Surat,"Skills :recruitment, communication, salary, verbal communication, tattoo","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are having"
Asst.Placement Manager,EDUBRIDGE LEARNING PVT LTD,1 to 3 Yrs,Surat,"Skills :recruitment, franchise, screening, training, abacus",Ensure there are enough vacancies for each course offered at each of the 3 assigned centers Ensure there are a minimum of 20 job vacancies every month in the local
New Vacancy For Aeronautical Engineer,Future Safe Academy,0 to 2 Yrs,Surat,"Skills :english, hindi, production design, maintenance management, communication skills",Job Description Salary 25 k to 52 k Education & Skills Required: Candidate (both freshers and experienced) with good communication skills require.Candidate should be time flexible. Education: The only preliminary
Assistant Branch Manager life insurance,Freelancer Goklani Komal MukeshKumar,5 to 10 Yrs,Surat,"Skills :sales, team management, branch manager, business development, sales manager","Position : Assistant Branch Manager leading life insurance company CTC : 6 to 9 Lac Location : Surat , Baroda , Ahmedabad Job Description : Responsible for o Revenue targets"
Relationship Manager For a Private Bank.,Just Career Management Pvt.Ltd,4 to 9 Yrs,Surat,"Skills :sales, marketing, insurance, customer relations, banking",Achieve personal and business unit goals by implementing a variety of Relationship deepening technique and new business acquisition activities Acquiring and managing Resident and NRI clients Collaboration with product specialists
Excel Entry Work at Home | Data Entry Work | Typing Online Work | Copy Paste,JobMatchNow.com Hiring For JobMatchNow,0 to 4 Yrs,Surat,"Skills :typing, telecalling, copy paste, telecaller, formfilling",For More details visit our website: www.JobMatchNow.com or WhatsApp us at 7892688659 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
Opening For IT System Engineer And software Engineer,Flying Solution Hiring For Airline,0 to 1 Yr,Surat,"Skills :back office operations, back office management, ground staff activities, civil project management","Experience: 0 - 1 years Skills: Project Systems, SAP Industry: IT/ Computers - Software Functional Area: IT Job Description : BE/MBA/BCOM/MCA/ BCA/ B.Sc. (IT) or equivalent with more than"
Assistant Manager - Credit Operations,Bajaj Finserv Lending Ltd,0 to 2 Yrs,Surat,"Skills :kiosk, insurance, selling, product, customers","Duties and Responsibilities - "" Customer Service - TAT, Tokens, customer complaints and NSR/SR closure Management Daily cash collection / updating and deposition & Checking and updating agency/branch walk-in collection."
Sales Executive,SUPRO INFO SOLUTIONS PRIVATE LIMITED,1 to 6 Yrs,Surat,"Skills :bfsi, sales, marketing, target, fmcg",Candidate Specifications: Position: Agency Manager Age: 25 to 35 Years Qualification: Graduate/Post Graduate Experience: Minimum 1 years of experience from Sales field Industry: BFSI Max CTC Offered: Max Upto 5
Manager Operations,Freelancer Jeeva S Hiring For J.A.C HONEY COMPANY.,2 to 7 Yrs,Surat,"Skills :business, nqa-1, nde, reporting, asnt","Manage overall operations and is responsible for the effective and successful management of labor, productivity, quality control and safety measures as established and set for the Operations Department. Ensure safe"
Machine learning And AI Internship in Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0 to 1 Yr,Surat,"Skills :road, ltd, it, visit, python","Maxgen Technologies Pvt Ltd is an IT company since 2014 in Ahmedabad, Mumbai and pune. We are offering internship on live project In Python Machine Learning AI Technology We are"
Hiring For Back Office Profile,Prime Career India Hiring For CAREER SERVICE PROVIDER,0 to 1 Yr,Surat,"Skills :communication, recruitment, grammar, communication skills, pa","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are having"
HIRING FOR CSA,Prime Career India Hiring For Career Service Provider,0 to 1 Yr,Surat,"Skills :pm, csa, career, recruitment, communication","Hi, Greetings of the Day!!! We would like to introduce ourselves as CAREER SERVICE PROVIDER as India 's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India"
HIRING FOR AIR-TICKETING,Prime Career India Hiring For Prime Career India,0 to 1 Yr,Surat,"Skills :pm, abroad, good, recruitment, communication","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are having"
HIRING FOR JUNIOR MANAGER,Prime Career India Hiring For Prime Career India,0 to 1 Yr,Surat,"Skills :production, operations, sap, autocad, ms office","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organization with more than 35 Blue Chip Companies of India and Abroad. We are having"
SEO/ASO Executive,Vasundhara Vision Hiring For,0 to 1 Yr,Surat,"Skills :seo, research, content strategy, off-page optimization, content writing development",Responsibilities: Optimizing copy and landing pages for search engine optimization Performing ongoing keyword research including discovery and expansion of keyword opportunities Researching and implementing content recommendations for organic SEO success
New Vacancy Aircraft Maintenance Engineers,Future Safe Academy,0 to 2 Yrs,Surat,"Skills :maintenance management, production design, communication skills","Job Description Licensed Aircraft Maintenance Engineers- Categories E, I R ( Position) (for proposed CAR145 organisation) Required to have at least the following qualifications/ attributes experience: Type rated DGCA (India)"
interviews are conducted for ground staff airport work in indigo airlines,Freelancer  Jyotirling Tukaram Adate Hiring For indigo airline pvt ltd,0 to 2 Yrs,Surat,"Skills :clearing, advising, announcements, ticketing, selling",Job Description HR Sulbha Singh co no 7291953437 1.Ground Staff And Air Ticketing Executive And Cabin Crew Job Description We are hiring for Ground Staff And Air Ticketing Executive And
Maintenance Engineer,Freelancer  Jyotirling Tukaram Adate Hiring For Tata Motors pvt ltd,0 to 3 Yrs,Surat,"Skills :mechanical, safety, quality engineering, mechanical engineering, production engineering","Company name:-TATA PVT,LTD Contact with us:- HR- Rahul singh 9654106934 SALARY-28000-35000 P,M ROOM+FOOD Location:- All India Job Description: Candidate will be responsible for fitting and manufacturing related work Responsible"
RELATIONSHIP MANAGER  BANCASSURANCE,Freelancer Goklani Komal MukeshKumar,1 to 6 Yrs,Surat,"Skills :cross selling, direct channel, banca sales, direct sales, life insurance","Dear Candidate, Having an urgent opening for Banca Channel in Top Life Insurance Companies. Experience: 1 Year + in life, agency or direct channel Communication: Good CTC: 3.50 Lac +"
opportunity in multiple sectors for sales and markiting,Unidus Hr Services LLP,2 to 7 Yrs,Surat,"Skills :sales, direct sales, business-to-business, sales process, outside sales","""unique opportunity for right individual ,make as much money as you want . Are you a true go getter and closer then we need to talk . our top sales"
"Agency Development Manager - Life, Health & General Insurance",Unidus Hr Services LLP Hiring For Unidus Hr Services LLP,2 to 7 Yrs,Surat,"Skills :insurance, health, marketing, sales, java",> To recruite and handle team of Agents/Advisors > To generate Business of Health insurance > To achieve set targets by the company. send resume on poojasingh.unidus@gmail.com
Python Internship,Sparks to Ideas Hiring For,0 to 2 Yrs,Surat,"Skills :internship in php, software development, android internship","Sparks To ideas is web developing and software developing company at ahmedabad. we are working in php,java,android & python technologies. we have many experience developer in our company and we"
BE Mechanical,Divine Engineering and Industrial Solutions Pvt.Ltd,6 to 7 Yrs,Surat,"Skills :mechanical,",We have urgently requirement of BE Mechanical engineer on Man day & Man Month base for Baroda & Surat location Education - BE Mechanical Experience - 6 year experience &
SEO Digital Marketing Expert Required,MAXGEN TECHNOLOGIES PRIVATE LIMITED,1 to 2 Yrs,Surat,"Skills :marketing, digital marketing  in ahmedabad, mobile advertising, search engine marketing, google analytics",Maxgen Technologies Pvt Ltd looking For SEO and Digital marketing required. Walk in . 10.7.2019 to 25.8.2019 able to work on Google submission meta data meta discerption keyword submission. able
| Senior/Lead iOS Engineer | 2yr IOS Development | 7Lacs,Freelancer Siddharth Chandrakant Jangam Hiring For Nabal infotech pvt ltd,2 to 7 Yrs,Surat,"Skills :xcode, macos, cocoa touch, watchos, core animation","Weare looking foraSenior/Lead iOS Engineerwiththe following skill-set. If interested send your resume to sidhr21@gmail.com Minimum 2 years of iOS development experience. (Mandatory) Expert level proficiency in C/C++, Objective-C and Swift."
HIRING FOR BACK OFFICE,Prime Career India Hiring For CAREER SERVICE PROVIDER,0 to 1 Yr,Surat,"Skills :communication, skills","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are having"
HIRING FOR BACK OFFICE,Prime Career India Hiring For CAREER SERVICE PROVIDER,0 to 1 Yr,Surat,"Skills :recruitment, communication, grammar, office, resume","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are having"
HIRING FOR AIR-TICKETING,Prime Career India Hiring For Prime Career India,0 to 1 Yr,Surat,"Skills :ticketing, recruitment, communication, grammar, tattoo","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are having"
HIRING FOR COMPUTER OPERATOR,Prime Career India Hiring For CAREER SERVICE PROVIDER,0 to 1 Yr,Surat,"Skills :basic, rsa, desktop, grammar, communication","Hi, Greetings of the Day!!! We would like to introduce ourselves as CAREER SERVICE PROVIDER as India 's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India"
HIRING FOR BACK OFFICE,Prime Career India Hiring For CAREER SERVICE PROVIDER,0 to 1 Yr,Surat,"Skills :recruitment, communication, pm, can, skills","Hi, Greetings of the Day!!! We would like to introduce ourselves as India's Leading Recruitment Organisation with more than 35 Blue Chip Companies of India and Abroad. We are having"
PHP Developer,Talent Corner Hr Services Pvt Ltd,2 to 7 Yrs,Surat,"Skills :php, html5, saas, mysql, oop","Qualifications and Skills BCA/MCA/BE IT 2+Years Experience Strong knowledge of Core PHP Good Logical Skills Good Understanding of Software Principals Honest, Good Listener Understanding the fully synchronous behavior of PHP"
Real Estate Cooking,Freelancer Jeeva S Hiring For,2 to 7 Yrs,Surat,"Skills :carbide, sanitation, abrasives, cookware, cashiering","Proven experience as cook Experience in using cutting tools, cookware and bakeware Knowledge of various cooking procedures and methods (grilling, baking, boiling etc.) Ability to follow all sanitation procedures Ability"
Android Internship,Sparks to Ideas Hiring For,0 to 2 Yrs,Surat,"Skills :web development, android internship, software development","Sparks To iDeas is web developing and software developing company at ahmedabad. we are working in Php,java,Android & Python technologies. we have many experience developer in our company and we"
EXECUTIVE - ACCOUNTS,NJ IndiaInvest Pvt Ltd,3 to 5 Yrs,Surat,"Skills :tax, ledger, expenses, service tax, electricity","Primary Role Verify and processing (making entries) expenses into the system. Like.Courier , Electricity , Telephone , Photocopy , Conveyance , Printing bills , Travel & Hotel bills etc. Verify"
PTW Holder,Albacore Marine India Pvt Ltd,0 to 4 Yrs,Surat,"Skills :training, state, safety, health safety, first aid","Dear Candidate, PTW Job Description Permit To Work(PTW) refers to management systems used to ensure that work is done safely and efficiently. These are used in hazardous industries and involve"
opening for Sr. Relationship Manager,Swastika Investmart Limited,0 to 5 Yrs,Surat,"Skills :broking, marketing, sales, revenue gener, share broking",Job Title/ Designation: Sr. Relationship Manager/ Relationship Manager Preferred Experience: Minimum 0.6 year in Broking industry. Qualification: At least Graduate Key Responsibilities:1. Acquisition of new clients (Demat / trading a/cs:
"Hiring Candidates for cabin Crew,",Freelancer Sanjay Kumar 3 Hiring For indigo airlines,0 to 1 Yr,Surat,"Skills :communication skills, air ticketing, customer service","Greetings of the day !!! This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew, Ground Staff and Ticketing"
Workathome | Part Time | Data Entry | Web Researcher | Online Work,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :inbound, outbound, graduate, calling, backend",For More details visit our website: www.InternetOutsourcings.com or WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
Workathome | Part Time | Data Entry | Web Researcher | Online Work,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :backend, calling, inbound, data entry operator, night shift",For More details visit our website: www.InternetOutsourcings.com or WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
Manufacturing Technician,N.RAWAL PLACEMENT Hiring For,0 to 5 Yrs,Surat,"Skills :calibration, customer relations, 3d graphics, print brokering, continuous improvement facilitation","COMPANY DESCRIPTION Sourceforge is automating carbon fiber fabrication for mass production. We are building automated machines and production lines that produce complex carbon fiber parts directly from CAD models, using"
Online Advertising work atHome Part/full time AdPosting | Form Filling,Internet Outsourcings.com Hiring For AJINTERNETOUTSOURCING SOLUTIONS PVT LTD,0 to 4 Yrs,Surat,"Skills :backend, excel, typewriting, typing, email",For More details visit our website: www.InternetOutsourcings.com or WhatsApp us at 06238539995 Urgent Hiring for Home Based Data Entry/ Form Fiiling/ Ad posting/ Online Typing /TeleCalling /Copy- Paste work in
